tunecache	1.1.0	1.1.0-e23cd7e4f-sm_86	cpu_arch=x86_64,gpu_arch=sm_86,cuda_version=12.2.140	# Last updated Tue Dec 23 14:17:31 2025

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi12EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS2_8QDPOrderIdLi18EEEEEEE	GPU-offline,vol=4096,stride=2048,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=8,geometry=4,Nc=3	64	1	2	32	1	4	0	-1	-1	-1	-1	1.24565e-05	# 0.00 Gflop/s, 331.45 GB/s, tuning took 0.014056 seconds at Sun Dec 21 15:21:27 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi12EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEES6_EEEE	GPU-offline,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,ghost	64	1	1	4	1	8	0	-1	-1	-1	-1	2.13442e-06	# 0.00 Gflop/s, 207.25 GB/s, tuning took 0.010165 seconds at Sun Dec 21 15:21:27 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS2_8QDPOrderIdLi18EEEEEEE	GPU-offline,vol=4096,stride=2048,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=8,geometry=4,Nc=3	128	1	1	16	1	8	0	-1	-1	-1	-1	1.5423e-05	# 0.00 Gflop/s, 325.07 GB/s, tuning took 0.077243 seconds at Sun Dec 21 15:21:26 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEES6_EEEE	GPU-offline,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,ghost	32	1	1	8	1	8	0	-1	-1	-1	-1	2.6668e-06	# 0.00 Gflop/s, 248.82 GB/s, tuning took 0.011366 seconds at Sun Dec 21 15:21:26 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi8EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi12ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=8,geometry=4,Nc=3	32	1	2	64	1	4	0	-1	-1	-1	-1	2.52587e-05	# 0.00 Gflop/s, 116.76 GB/s, tuning took 0.019243 seconds at Mon Dec 22 16:54:05 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi8EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi12ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,ghost	32	1	3	8	1	3	0	-1	-1	-1	-1	5.87387e-06	# 0.00 Gflop/s, 62.76 GB/s, tuning took 0.016074 seconds at Mon Dec 22 16:54:05 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIsdLi18ELb0ENS_5gauge11FloatNOrderIsLi18ELi8ELi8EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi12ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=2,geometry=4,Nc=3	32	1	2	64	1	4	0	-1	-1	-1	-1	7.78407e-06	# 0.00 Gflop/s, 265.21 GB/s, tuning took 0.012957 seconds at Sun Dec 21 15:21:27 2025
         8x8x8x8	N4quda9CopyGaugeINS_12CopyGaugeArgIsdLi18ELb0ENS_5gauge11FloatNOrderIsLi18ELi8ELi8EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi12ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=4096,stride=2304,precision=8,geometry=4,Nc=3,vol=4096,stride=2304,precision=2,geometry=4,Nc=3,ghost	32	1	3	8	1	3	0	-1	-1	-1	-1	3.10857e-06	# 0.00 Gflop/s, 83.01 GB/s, tuning took 0.011777 seconds at Sun Dec 21 15:21:27 2025
         8x8x8x8	N4quda9GaugePlaqIdLi3EL21QudaReconstructType_s18EEE	GPU-offline,vol=4096,stride=2048,precision=8,geometry=4,Nc=3,r=0000	96	2	1	31	1	1	0	-1	-1	-1	-1	8.0992e-05	# 181.15 Gflop/s, 29.13 GB/s, tuning took 1.257653 seconds at Sun Dec 21 15:21:27 2025
    bytes=106496	cudaMemsetAsync	zero,color_spinor_field.cpp,414	32	1	1	1	1	1	0	-1	-1	-1	-1	1.68135e-06	# 0.00 Gflop/s, 63.34 GB/s, tuning took 0.000681 seconds at Sun Dec 21 15:21:29 2025
    bytes=196608	cudaMemset	allocateGhostBuffer,lattice_field.cpp,278	32	1	1	1	1	1	0	-1	-1	-1	-1	1.7426e-06	# 0.00 Gflop/s, 112.82 GB/s, tuning took 0.000631 seconds at Tue Dec 23 14:15:27 2025
    bytes=196608	cudaMemset	allocateGhostBuffer,lattice_field.cpp,283	32	1	1	1	1	1	0	-1	-1	-1	-1	1.75285e-06	# 0.00 Gflop/s, 112.16 GB/s, tuning took 0.000620 seconds at Tue Dec 23 14:15:27 2025
    bytes=294912	cudaMemset	allocateGhostBuffer,lattice_field.cpp,278	32	1	1	1	1	1	0	-1	-1	-1	-1	1.888e-06	# 0.00 Gflop/s, 156.20 GB/s, tuning took 0.000647 seconds at Sun Dec 21 15:21:26 2025
    bytes=294912	cudaMemset	allocateGhostBuffer,lattice_field.cpp,283	32	1	1	1	1	1	0	-1	-1	-1	-1	1.89409e-06	# 0.00 Gflop/s, 155.70 GB/s, tuning took 0.000640 seconds at Sun Dec 21 15:21:26 2025
    bytes=393216	cudaMemsetAsync	zero,color_spinor_field.cpp,414	32	1	1	1	1	1	0	-1	-1	-1	-1	1.78603e-06	# 0.00 Gflop/s, 220.16 GB/s, tuning took 0.000725 seconds at Sun Dec 21 15:21:29 2025
     bytes=49152	cudaMemcpyDeviceToDevice	exchangeGhost,gauge_field.cpp,527	32	1	1	1	1	1	0	-1	-1	-1	-1	2.17288e-06	# 0.00 Gflop/s, 45.24 GB/s, tuning took 0.000653 seconds at Sun Dec 21 15:21:27 2025
    bytes=589824	cudaMemcpyDefault	copy,gauge_field.cpp,1085	32	1	1	1	1	1	0	-1	-1	-1	-1	6.31954e-05	# 0.00 Gflop/s, 9.33 GB/s, tuning took 0.001205 seconds at Sun Dec 21 15:21:26 2025
     bytes=73728	cudaMemcpyDeviceToDevice	exchangeGhost,gauge_field.cpp,527	32	1	1	1	1	1	0	-1	-1	-1	-1	2.13943e-06	# 0.00 Gflop/s, 68.92 GB/s, tuning took 0.000630 seconds at Sun Dec 21 15:21:26 2025
    bytes=786432	cudaMemcpyDefault	copy,color_spinor_field.cpp,455	32	1	1	1	1	1	0	-1	-1	-1	-1	8.39476e-05	# 0.00 Gflop/s, 9.37 GB/s, tuning took 0.001310 seconds at Sun Dec 21 16:14:08 2025
    bytes=786432	cudaMemcpyDefault	copy,color_spinor_field.cpp,498	32	1	1	1	1	1	0	-1	-1	-1	-1	8.61893e-05	# 0.00 Gflop/s, 9.12 GB/s, tuning took 0.001425 seconds at Sun Dec 21 16:14:08 2025
    bytes=786432	cudaMemsetAsync	copy,color_spinor_field.cpp,462	32	1	1	1	1	1	0	-1	-1	-1	-1	2.60023e-06	# 0.00 Gflop/s, 302.45 GB/s, tuning took 0.000787 seconds at Sun Dec 21 16:14:08 2025
    bytes=786432	cudaMemsetAsync	zero,color_spinor_field.cpp,414	32	1	1	1	1	1	0	-1	-1	-1	-1	2.3841e-06	# 0.00 Gflop/s, 329.87 GB/s, tuning took 0.000806 seconds at Sun Dec 21 15:21:29 2025
